,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
484,mean_perimeter:q40-60  mean_radius:q40-60  mean_smoothness:q20-40,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,,,,,,q40-60,q40-60,q20-40,,
485,mean_perimeter:q40-60  mean_radius:q40-60  mean_smoothness:q00-20,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,,,,,,q40-60,q40-60,q00-20,,
486,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q80-100,24,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.3976353643835142,,20,0,1.0,4,1.0,4,0,,,,,,q60-80,q60-80,q80-100,,
487,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q20-40,21,1.0,1.0,1.0,0.875,13,0.9333333333333333,0.9968402764687477,1.0,True,0.9013878188659973,1.0,0.9375,7,0.4734903291248362,7,0.7529473619994964,0.8150022509662467,8,0,0.875,14,0.560112033611204,13,1,,,,,,q60-80,q60-80,q20-40,,
488,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q40-60,27,0.7272727272727273,0.9403056282246289,0.9625402528219418,0.875,8,0.8484848484848485,0.9844863961845862,0.9397822658272428,True,0.6128089093333163,0.8235294117647058,0.8011363636363636,17,0.6165237631507436,14,0.39025744042757876,0.6397324744507857,16,3,0.875,10,0.3486343238215588,11,2,,,,,,q60-80,q60-80,q40-60,,
489,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,,,,,,q00-20,q00-20,q60-80,,
490,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q40-60,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,,,,,q00-20,q00-20,q40-60,,
491,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,,,,,,q00-20,q00-20,q00-20,,
492,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,,q80-100,
493,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,,q40-60,
494,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q60-80,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,,q60-80,
495,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,,,,,,q20-40,q20-40,,q00-20,
496,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q60-80,23,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8456274871844254,,1,0,1.0,22,0.0,22,0,,,,,,q20-40,q20-40,,q60-80,
497,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q20-40,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,,,,,,q20-40,q20-40,,q20-40,
498,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q40-60,23,1.0,0.8751308843309663,0.9400455838177655,0.4,18,0.5714285714285715,0.8533672003653274,1.0,True,0.5855400437691199,1.0,0.7,2,0.05274495052631566,2,0.8146980318621477,0.4599544161822346,5,0,0.4,21,0.0,18,3,,,,,,q40-60,q40-60,,q40-60,
499,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,,,,,,q40-60,q40-60,,q00-20,
500,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q20-40,31,1.0,1.0,1.0,0.75,27,0.8571428571428571,0.9936905367902901,1.0,True,0.8504200642707612,1.0,0.875,3,0.1941204496832434,3,0.8722971323845661,0.6300045019324932,4,0,0.75,28,0.30184156992258954,27,1,,,,,,q40-60,q40-60,,q20-40,
501,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q80-100,24,0.6666666666666666,1.0,1.0,0.9523809523809523,2,0.9523809523809523,0.9987951165516293,0.9915962413403874,True,0.6190476190476191,0.9523809523809523,0.8095238095238095,21,0.761840090063179,20,0.09429932405071303,0.47954670848817216,21,1,0.9523809523809523,3,-0.024999999999999942,3,1,,,,,,q60-80,q60-80,,q80-100,
502,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q40-60,20,0.6,0.7807871928400343,0.9376522649024772,0.9,6,0.7826086956521738,0.9974714214555375,0.8784477418801728,True,0.5241424183609591,0.6923076923076923,0.75,13,0.5549838829718046,9,0.2623780766069451,0.5623477350975228,10,4,0.9,7,0.2952567050119335,10,1,,,,,,q60-80,q60-80,,q40-60,
503,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q60-80,30,1.0,1.0,1.0,0.9523809523809523,9,0.975609756097561,0.9987951165516293,1.0,True,0.9258200997725514,1.0,0.9761904761904762,20,0.761840090063179,20,0.6637328831200571,0.9295246670347602,21,0,0.9523809523809523,10,0.8007925783869249,9,1,,,,,,q60-80,q60-80,,q60-80,
504,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q80-100,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,,,,q00-20,q00-20,,q80-100,
505,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,,,,q00-20,q00-20,,q00-20,
506,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q60-80,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,,,,,,q00-20,q00-20,,q60-80,
507,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,,,,,q00-20,q00-20,,q20-40,
508,mean_perimeter:q80-100  mean_radius:q80-100  mean_texture:q60-80,36,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,36,0.9026062440854072,36,,,36,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,,,q60-80
509,mean_perimeter:q80-100  mean_radius:q80-100  mean_texture:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,,,,,,q80-100,q80-100,,,q80-100
510,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,,,,,q20-40,q20-40,,,q00-20
511,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q20-40,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,,,,,,q20-40,q20-40,,,q20-40
512,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q40-60,26,1.0,1.0,1.0,0.5,24,0.6666666666666666,0.987420882906321,1.0,True,0.6928203230275508,1.0,0.75,1,0.01257911709367899,1,0.8575264022774187,0.2600090038649865,2,0,0.5,25,0.0,24,1,,,,,,q20-40,q20-40,,,q40-60
513,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q00-20,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,,,,,,q40-60,q40-60,,,q00-20
514,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q20-40,31,0.9655172413793104,1.0,1.0,0.5,28,0.5,0.987420882906321,0.9991273531164029,True,0.46551724137931033,0.5,0.7327586206896551,2,0.01257911709367899,1,0.8223557045115856,0.2416037488148466,2,1,0.5,29,-0.0745868722684339,29,1,,,,,,q40-60,q40-60,,,q20-40
515,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.5471532477798317,12,2,,,,,,q40-60,q40-60,,,q60-80
516,mean_perimeter:q60-80  mean_radius:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.0,3,1,,,,,,q60-80,q60-80,,,q60-80
517,mean_perimeter:q60-80  mean_radius:q60-80  mean_texture:q80-100,28,1.0,0.8699976471559738,0.9915715478053398,0.8181818181818182,6,0.9,0.9481327006875634,1.0,True,0.7006490497453707,1.0,0.9090909090909092,18,0.5971542169222595,18,0.5407418735600996,0.826610270376478,22,0,0.8181818181818182,10,0.5366666393949474,6,4,,,,,,q60-80,q60-80,,,q80-100
518,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q00-20,37,1.0,0.0,,,37,,,1.0,True,0.0,,,0,,0,0.9051094125850101,,0,0,,37,0.0,37,0,,,,,,q00-20,q00-20,,,q00-20
519,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,,,,,q00-20,q00-20,,,q20-40
520,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,,,,q00-20,q00-20,,,q40-60
