,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
193,mean_area:q00-20  mean_perimeter:q00-20  mean_texture:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,q00-20,,,,q20-40
194,mean_area:q00-20  mean_perimeter:q00-20  mean_texture:q40-60,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,q00-20,,,,,q00-20,,,,q40-60
195,mean_area:q20-40  mean_perimeter:q20-40  mean_texture:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,q20-40,,,,,q20-40,,,,q00-20
196,mean_area:q20-40  mean_perimeter:q20-40  mean_texture:q20-40,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,q20-40,,,,,q20-40,,,,q20-40
197,mean_area:q20-40  mean_perimeter:q20-40  mean_texture:q40-60,26,1.0,1.0,1.0,0.5,24,0.6666666666666666,0.987420882906321,1.0,True,0.6928203230275508,1.0,0.75,1,0.01257911709367899,1,0.8575264022774187,0.2600090038649865,2,0,0.5,25,0.0,24,1,q20-40,,,,,q20-40,,,,q40-60
198,mean_area:q40-60  mean_perimeter:q40-60  mean_texture:q00-20,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,q40-60,,,,,q40-60,,,,q00-20
199,mean_area:q40-60  mean_perimeter:q40-60  mean_texture:q20-40,30,0.9642857142857143,0.8911315245591279,1.0,0.5,27,0.5,0.987420882906321,0.9990962012443263,True,0.4642857142857143,0.5,0.7321428571428571,2,0.01257911709367899,1,0.8165224024553764,0.24090347428102726,2,1,0.5,28,-0.068849932613142,28,1,q40-60,,,,,q40-60,,,,q20-40
200,mean_area:q40-60  mean_perimeter:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.5912222588808383,12,2,q40-60,,,,,q40-60,,,,q60-80
201,mean_area:q60-80  mean_perimeter:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.5527707983925666,3,1,q60-80,,,,,q60-80,,,,q60-80
202,mean_area:q60-80  mean_perimeter:q60-80  mean_texture:q80-100,28,1.0,0.9494388693288209,0.9915715478053398,0.8181818181818182,6,0.9,0.9481327006875634,1.0,True,0.7006490497453707,1.0,0.9090909090909092,18,0.5971542169222595,18,0.5407418735600996,0.826610270376478,22,0,0.8181818181818182,10,0.4385290096535146,6,4,q60-80,,,,,q60-80,,,,q80-100
203,mean_area:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,q80-100,,
204,mean_area:q80-100  mean_radius:q80-100  mean_smoothness:q20-40,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,q20-40,,
205,mean_area:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,q60-80,,
206,mean_area:q80-100  mean_radius:q80-100  mean_smoothness:q40-60,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,q40-60,,
207,mean_area:q00-20  mean_radius:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,q00-20,,,,,,q00-20,q60-80,,
208,mean_area:q00-20  mean_radius:q00-20  mean_smoothness:q40-60,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,q00-20,,,,,,q00-20,q40-60,,
209,mean_area:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,q00-20,,,,,,q00-20,q00-20,,
210,mean_area:q20-40  mean_radius:q20-40  mean_smoothness:q80-100,20,1.0,1.0,1.0,0.75,16,0.8571428571428571,0.9936905367902901,1.0,True,0.8401680504168059,1.0,0.875,3,0.1941204496832434,3,0.7940927857921769,0.6300045019324932,4,0,0.75,17,0.6154071245918237,16,1,q20-40,,,,,,q20-40,q80-100,,
211,mean_area:q20-40  mean_radius:q20-40  mean_smoothness:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,q20-40,,,,,,q20-40,q20-40,,
212,mean_area:q20-40  mean_radius:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,q20-40,,,,,,q20-40,q60-80,,
213,mean_area:q20-40  mean_radius:q20-40  mean_smoothness:q00-20,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,q20-40,,,,,,q20-40,q00-20,,
214,mean_area:q40-60  mean_radius:q40-60  mean_smoothness:q20-40,23,1.0,1.0,1.0,0.5,21,0.6666666666666666,0.987420882906321,1.0,True,0.6908492797077574,1.0,0.75,1,0.01257911709367899,1,0.8389023847809204,0.2600090038649865,2,0,0.5,22,0.0,21,1,q40-60,,,,,,q40-60,q20-40,,
215,mean_area:q40-60  mean_radius:q40-60  mean_smoothness:q40-60,21,1.0,1.0,0.9933273307566757,0.3333333333333333,18,0.5,0.9057006759492866,1.0,True,0.5477225575051662,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8146980318621477,0.34000600257665775,3,0,0.3333333333333333,20,0.0,18,2,q40-60,,,,,,q40-60,q40-60,,
216,mean_area:q40-60  mean_radius:q40-60  mean_smoothness:q00-20,34,1.0,0.0,,0.0,33,,0.975,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,1,0,0.0,34,0.0,33,1,q40-60,,,,,,q40-60,q00-20,,
217,mean_area:q60-80  mean_radius:q60-80  mean_smoothness:q80-100,26,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,22,0.8456274871844254,22,0.3976353643835142,,22,0,1.0,4,0.7250000000000006,4,0,q60-80,,,,,,q60-80,q80-100,,
218,mean_area:q60-80  mean_radius:q60-80  mean_smoothness:q20-40,21,1.0,1.0,1.0,0.875,13,0.9333333333333333,0.9968402764687477,1.0,True,0.9013878188659973,1.0,0.9375,7,0.4734903291248362,7,0.7529473619994964,0.8150022509662467,8,0,0.875,14,0.6972791653386382,13,1,q60-80,,,,,,q60-80,q20-40,,
219,mean_area:q60-80  mean_radius:q60-80  mean_smoothness:q40-60,28,0.75,0.8546008363081002,0.9653807124448708,0.875,9,0.8484848484848485,0.9844863961845862,0.9451393554720076,True,0.6333004963811236,0.8235294117647058,0.8125,17,0.6165237631507436,14,0.4281415381219003,0.659619287555129,16,3,0.875,11,0.41995227883250263,12,2,q60-80,,,,,,q60-80,q40-60,,
220,mean_area:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,,q80-100,
221,mean_area:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,33,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,33,0.8942371899254208,33,,,33,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,,q40-60,
222,mean_area:q80-100  mean_radius:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,,q60-80,
223,mean_area:q00-20  mean_radius:q00-20  mean_symmetry:q80-100,25,1.0,1.0,,1.0,24,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8575264022774187,,1,0,1.0,24,0.0,24,0,q00-20,,,,,,q00-20,,q80-100,
224,mean_area:q00-20  mean_radius:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,q00-20,,q00-20,
225,mean_area:q00-20  mean_radius:q00-20  mean_symmetry:q60-80,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,q00-20,,,,,,q00-20,,q60-80,
226,mean_area:q00-20  mean_radius:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,q00-20,,q20-40,
227,mean_area:q20-40  mean_radius:q20-40  mean_symmetry:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,q20-40,,,,,,q20-40,,q00-20,
228,mean_area:q20-40  mean_radius:q20-40  mean_symmetry:q60-80,23,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8456274871844254,,1,0,1.0,22,0.0,22,0,q20-40,,,,,,q20-40,,q60-80,
229,mean_area:q20-40  mean_radius:q20-40  mean_symmetry:q20-40,28,1.0,0.0,,0.0,27,,0.975,1.0,True,0.0,,,0,0.0,0,0.8722971323845661,,1,0,0.0,28,0.0,27,1,q20-40,,,,,,q20-40,,q20-40,
230,mean_area:q40-60  mean_radius:q40-60  mean_symmetry:q40-60,24,1.0,0.0,0.9400455838177655,0.4,19,0.5714285714285715,0.8533672003653274,1.0,True,0.5877538136452587,1.0,0.7,2,0.05274495052631566,2,0.823533088192828,0.4599544161822345,5,0,0.4,22,0.0,19,3,q40-60,,,,,,q40-60,,q40-60,
231,mean_area:q40-60  mean_radius:q40-60  mean_symmetry:q00-20,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,q40-60,,,,,,q40-60,,q00-20,
232,mean_area:q40-60  mean_radius:q40-60  mean_symmetry:q20-40,30,1.0,1.0,1.0,0.75,26,0.8571428571428571,0.9936905367902901,1.0,True,0.8498365855987975,1.0,0.875,3,0.1941204496832434,3,0.8677253955022459,0.6300045019324932,4,0,0.75,27,0.40388736053508817,26,1,q40-60,,,,,,q40-60,,q20-40,
233,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q80-100,26,0.6666666666666666,0.929223913176084,1.0,0.9565217391304348,2,0.9565217391304348,0.9988998313695493,0.9915962413403874,True,0.6231884057971014,0.9565217391304348,0.8115942028985508,23,0.7805133925465195,22,0.09429932405071303,0.48216648140412877,23,1,0.9565217391304348,3,-0.08103857802515736,3,1,q60-80,,,,,,q60-80,,q80-100,
234,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q40-60,20,0.6,0.8126897245847847,0.9376522649024772,0.9,6,0.7826086956521738,0.9974714214555375,0.8784477418801728,True,0.5241424183609591,0.6923076923076923,0.75,13,0.5549838829718046,9,0.2623780766069451,0.5623477350975228,10,4,0.9,7,0.3067268825600433,10,1,q60-80,,,,,,q60-80,,q40-60,
235,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q60-80,30,1.0,1.0,1.0,0.9523809523809523,9,0.975609756097561,0.9987951165516293,1.0,True,0.9258200997725514,1.0,0.9761904761904762,20,0.761840090063179,20,0.6637328831200571,0.9295246670347602,21,0,0.9523809523809523,10,0.789134245308236,9,1,q60-80,,,,,,q60-80,,q60-80,
236,mean_area:q80-100  mean_radius:q80-100  mean_texture:q60-80,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,,,q60-80
237,mean_area:q80-100  mean_radius:q80-100  mean_texture:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,q80-100,,,,,,q80-100,,,q80-100
238,mean_area:q00-20  mean_radius:q00-20  mean_texture:q00-20,37,1.0,0.0,,,37,,,1.0,True,0.0,,,0,,0,0.9051094125850101,,0,0,,37,0.0,37,0,q00-20,,,,,,q00-20,,,q00-20
239,mean_area:q00-20  mean_radius:q00-20  mean_texture:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,q00-20,,,q20-40
240,mean_area:q00-20  mean_radius:q00-20  mean_texture:q40-60,25,1.0,1.0,,1.0,24,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8575264022774187,,1,0,1.0,24,0.0,24,0,q00-20,,,,,,q00-20,,,q40-60
241,mean_area:q20-40  mean_radius:q20-40  mean_texture:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,q20-40,,,,,,q20-40,,,q00-20
242,mean_area:q20-40  mean_radius:q20-40  mean_texture:q20-40,27,1.0,1.0,1.0,0.5,25,0.6666666666666666,0.987420882906321,1.0,True,0.6933752452815364,1.0,0.75,1,0.01257911709367899,1,0.8628148284692875,0.2600090038649865,2,0,0.5,26,0.0,25,1,q20-40,,,,,,q20-40,,,q20-40
243,mean_area:q20-40  mean_radius:q20-40  mean_texture:q40-60,28,1.0,1.0,1.0,0.5,26,0.6666666666666666,0.987420882906321,1.0,True,0.693888666488711,1.0,0.75,1,0.01257911709367899,1,0.8677253955022459,0.2600090038649865,2,0,0.5,27,0.0,26,1,q20-40,,,,,,q20-40,,,q40-60
244,mean_area:q40-60  mean_radius:q40-60  mean_texture:q00-20,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,q40-60,,,,,,q40-60,,,q00-20
245,mean_area:q40-60  mean_radius:q40-60  mean_texture:q20-40,31,0.9642857142857143,0.0,0.9773398031519527,0.3333333333333333,27,0.4,0.9057006759492866,0.9990962012443263,True,0.358167659413283,0.5,0.6488095238095237,2,0.008403758659612647,1,0.8165224024553764,0.32027924446709494,3,1,0.3333333333333333,29,0.0,28,2,q40-60,,,,,,q40-60,,,q20-40
246,mean_area:q40-60  mean_radius:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.6111000251300263,12,2,q40-60,,,,,,q40-60,,,q60-80
247,mean_area:q60-80  mean_radius:q60-80  mean_texture:q00-20,20,0.7647058823529411,0.884121836552184,0.9862757447694392,1.0,13,0.6,1.0,0.9318922595626461,True,0.5724780279075999,0.42857142857142855,0.8823529411764706,7,0.2924017738212867,3,0.50100672679542,0.7784301375835019,3,4,1.0,13,0.36354309111334576,17,0,q60-80,,,,,,q60-80,,,q00-20
248,mean_area:q60-80  mean_radius:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.0,3,1,q60-80,,,,,,q60-80,,,q60-80
249,mean_area:q60-80  mean_radius:q60-80  mean_texture:q80-100,29,1.0,0.950760004521137,0.9922362812859549,0.8260869565217391,6,0.9047619047619047,0.9504923546942066,1.0,True,0.7040256912308268,1.0,0.9130434782608696,19,0.6121881100455007,19,0.5407418735600996,0.8338506752357844,23,0,0.8260869565217391,10,0.5270433455060053,6,4,q60-80,,,,,,q60-80,,,q80-100
250,mean_area:q60-80  mean_radius:q60-80  mean_texture:q40-60,21,0.6666666666666666,0.9317206798038654,0.9966636653783378,1.0,6,0.888888888888889,1.0,0.9251453685803117,True,0.7302967433402214,0.8,0.8333333333333334,15,0.7353515306029488,12,0.2992950562085404,0.6700030012883289,12,3,1.0,6,0.513740170451366,9,0,q60-80,,,,,,q60-80,,,q40-60
251,mean_compactness:q80-100  mean_concave_points:q80-100  mean_concavity:q80-100,75,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,75,0.9520049359447202,75,,,75,0,1.0,0,0.0,0,0,,q80-100,q80-100,q80-100,,,,,,
252,mean_compactness:q20-40  mean_concave_points:q20-40  mean_concavity:q20-40,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,,q20-40,q20-40,q20-40,,,,,,
253,mean_compactness:q60-80  mean_concave_points:q60-80  mean_concavity:q60-80,39,0.8333333333333334,0.8539125638299665,1.0,0.9090909090909091,5,0.9374999999999999,0.9808450570124067,0.9957892554855104,True,0.6633746923155058,0.967741935483871,0.8712121212121213,31,0.756683649241129,30,0.3587654210025136,0.700457683165071,33,1,0.9090909090909091,8,0.2570158672062717,6,3,,q60-80,q60-80,q60-80,,,,,,
254,mean_compactness:q40-60  mean_concave_points:q40-60  mean_concavity:q40-60,28,0.96,1.0,1.0,1.0,24,0.8571428571428571,1.0,0.9989878003006777,True,0.848528137423857,0.75,0.98,4,0.2924017738212867,3,0.796483086077586,0.940800720309199,3,1,1.0,24,0.0,25,0,,q40-60,q40-60,q40-60,,,,,,
255,mean_compactness:q00-20  mean_concave_points:q00-20  mean_concavity:q00-20,69,1.0,0.0,,,69,,,1.0,True,0.0,,,0,,0,0.9479419421369203,,0,0,,69,0.0,69,0,,q00-20,q00-20,q00-20,,,,,,
256,mean_compactness:q80-100  mean_concave_points:q80-100  mean_fractal_dimension:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,,q80-100,q80-100,,q80-100,,,,,
257,mean_compactness:q80-100  mean_concave_points:q80-100  mean_fractal_dimension:q40-60,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,q80-100,q80-100,,q40-60,,,,,
258,mean_compactness:q80-100  mean_concave_points:q60-80  mean_fractal_dimension:q80-100,26,0.7692307692307693,0.8754534354062662,0.987182956164715,0.9230769230769231,10,0.8571428571428571,0.9980543715026514,0.9496189265086185,True,0.7006490497453707,0.8,0.8461538461538461,15,0.6397025647321225,12,0.46186846076595905,0.7051247361429773,13,3,0.9230769230769231,11,0.2883880103360044,13,1,,q80-100,q60-80,,q80-100,,,,,
259,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,q00-20,q00-20,,q00-20,,,,,
260,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,q00-20,q00-20,,q20-40,,,,,
261,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q80-100,47,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,47,0.9245142663089414,47,,,47,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,q80-100,,,,
262,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q60-80,26,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,25,0.8628148284692875,25,0.025000000000000022,,25,0,1.0,1,0.0,1,0,,q80-100,q80-100,,,q60-80,,,,
263,mean_compactness:q60-80  mean_concave_points:q80-100  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,q60-80,q80-100,,,q80-100,,,,
264,mean_compactness:q60-80  mean_concave_points:q60-80  mean_perimeter:q60-80,20,0.75,0.8224289189465595,1.0,0.875,3,0.9032258064516129,0.9844863961845862,0.9936905367902901,True,0.5773502691896257,0.9333333333333333,0.8125,15,0.6165237631507436,14,0.1941204496832434,0.5536072550612847,16,1,0.875,5,-0.021029775604801446,4,2,,q60-80,q60-80,,,q60-80,,,,
265,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,q00-20,q00-20,,,q20-40,,,,
266,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,,q00-20,q00-20,,,q00-20,,,,
267,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q80-100,45,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,45,0.9212948995931625,45,,,45,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,,q80-100,,,
268,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,,q80-100,q80-100,,,,q60-80,,,
269,mean_compactness:q60-80  mean_concave_points:q80-100  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,q60-80,q80-100,,,,q80-100,,,
270,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q00-20,q00-20,,,,q20-40,,,
271,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,,q00-20,q00-20,,,,q00-20,,,
272,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q80-100,46,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,45,0.9212948995931625,45,0.025000000000000022,,45,0,1.0,1,0.0,1,0,,q80-100,q80-100,,,,,q80-100,,
273,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,,,q60-80,,
274,mean_compactness:q00-20  mean_concave_points:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,,q00-20,q00-20,,,,,q00-20,,
275,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,,,,q80-100,
276,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,,q80-100,q80-100,,,,,,q60-80,
277,mean_compactness:q80-100  mean_concave_points:q60-80  mean_symmetry:q80-100,20,0.8571428571428571,1.0,1.0,0.9230769230769231,6,0.9230769230769231,0.9980543715026514,0.9963897031380992,True,0.7802197802197802,0.9230769230769231,0.8901098901098902,13,0.6397025647321225,12,0.42127680295680187,0.7311070250760223,13,1,0.9230769230769231,7,0.5000000000000001,7,1,,q80-100,q60-80,,,,,,q80-100,
278,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q00-20,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,,q00-20,q00-20,,,,,,q00-20,
279,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,q00-20,q00-20,,,,,,q20-40,
280,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,,,,,q60-80
281,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q80-100,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,,q80-100,q80-100,,,,,,,q80-100
282,mean_compactness:q00-20  mean_concave_points:q00-20  mean_texture:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,q00-20,q00-20,,,,,,,q00-20
283,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,41,0.8,1.0,1.0,0.9722222222222222,4,0.9722222222222222,0.9992969747940645,0.9949492366205319,True,0.7722222222222223,0.9722222222222222,0.8861111111111112,36,0.8547107352531463,35,0.28358206388191054,0.6882333449118867,36,1,0.9722222222222222,5,0.35869301449907554,5,1,,q80-100,,q80-100,q80-100,,,,,
284,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,,q80-100,,q80-100,q40-60,,,,,
285,mean_compactness:q20-40  mean_concavity:q20-40  mean_fractal_dimension:q20-40,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,,q20-40,,q20-40,q20-40,,,,,
286,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q00-20,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,,q00-20,,q00-20,q00-20,,,,,
