,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
439,mean_concavity:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,34,0.8181818181818182,0.8717610388824686,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.5163276271038333,11,2,3,,,,q60-80,,q60-80,q60-80,,,,-1.0,-1.0415604796699631,-1.2571140974110442,-1.0478828560126912
440,mean_concavity:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,36,1.0,0.0,,0.0,35,,0.975,1.0,True,0.0,,,0,0.0,0,0.8999675644278913,,1,0,0.0,36,0.0,35,1,3,,,,q20-40,,q20-40,q20-40,,,,-0.9485981908996677,-1.0,,
441,mean_concavity:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,33,1.0,0.0,,0.0,32,,0.975,1.0,True,0.0,,,0,0.0,0,0.8911188393205571,,1,0,0.0,33,0.0,32,1,3,,,,q20-40,,q40-60,q40-60,,,,-0.9713600536088663,-1.0,,
442,mean_concavity:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,,,,q20-40,,q00-20,q00-20,,,,-1.0,,,
443,mean_concavity:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,,,,q40-60,,q20-40,q20-40,,,,-1.0,,,
444,mean_concavity:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,26,1.0,1.0,0.8699954980675068,0.25,22,0.4,0.8058795503167566,1.0,True,0.4690415759823429,1.0,0.625,1,0.006309463209709889,1,0.8456274871844254,0.38000450193249324,4,0,0.25,25,0.0,22,3,3,,,,q40-60,,q40-60,q40-60,,,,-1.0,-1.0015742207600538,-1.0,-1.0
445,mean_concavity:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,31,0.8095238095238095,0.8134354580389044,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.2906941804192243,21,2,3,,,,q40-60,,q60-80,q60-80,,,,-1.0,-1.0,-1.0500498487636645,-1.0
446,mean_concavity:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,,,q40-60,,q00-20,q00-20,,,,-1.0,,,
447,mean_concavity:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,3,,,,q00-20,,q20-40,q20-40,,,,-0.9705176647955979,,,
448,mean_concavity:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,q00-20,,q40-60,q40-60,,,,-0.8886632019432408,,,
449,mean_concavity:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,,,q00-20,,q00-20,q00-20,,,,-1.0,,,
450,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,q80-100,,,,-0.9686754158899054,,
451,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,q60-80,,,,-0.7642199145658677,,
452,mean_concavity:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,,q80-100,,,-0.8049129771792952,,
453,mean_concavity:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,3,,,,q80-100,,q80-100,,,,q80-100,,-0.7852597100470606,,
454,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,q80-100,,,,-0.9654375312655138,,
455,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,q60-80,,,,-0.7642199145658677,,
456,mean_concavity:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,,q80-100,,,-0.7874353474306118,,
457,mean_concavity:q80-100  mean_radius:q80-100  mean_texture:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,,,q80-100,,,q80-100,,,q80-100,,-0.7436592575980677,,
458,mean_concavity:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,35,,0.0,,0.9714285714285714,0,0.9855072463768115,0.9992768956236334,,True,0.0,1.0,,34,0.8508279203435682,34,,,35,0,0.9714285714285714,1,0.0,0,1,3,,,,q80-100,,,,q80-100,q80-100,,,-0.8416053567424208,,
459,mean_concavity:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,q00-20,,,,q00-20,q00-20,,-0.7960645354536401,,,
