,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
2142,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_fractal_dimension:q00-20,34,-0.2874656404617922,0.5420560747663551,0.5420560747663551,,,q00-20,,,,,,,,,,q00-20,,q00-20,,,,,
2143,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_fractal_dimension:q40-60,20,-0.2778688524590164,0.599271402550091,0.599271402550091,,,q00-20,,,,,,,,,,q00-20,,q40-60,,,,,
2144,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_perimeter:q80-100,65,-0.4934981684981685,-0.8506715506715506,-0.8506715506715506,,,q80-100,,,,,,,,,,q80-100,,,q80-100,,,,
2145,mean_concave_points:q60-80  worst_concave_points:q60-80  worst_perimeter:q60-80,33,0.4581071913161465,-0.609622342831298,-0.609622342831298,,,q60-80,,,,,,,,,,q60-80,,,q60-80,,,,
2146,mean_concave_points:q40-60  worst_concave_points:q40-60  worst_perimeter:q40-60,21,0.2254084115397984,0.5036496350364964,0.5036496350364964,,,q40-60,,,,,,,,,,q40-60,,,q40-60,,,,
2147,mean_concave_points:q20-40  worst_concave_points:q20-40  worst_perimeter:q20-40,28,-0.18735146554000529,0.5452865064695009,0.5452865064695009,,,q20-40,,,,,,,,,,q20-40,,,q20-40,,,,
2148,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_perimeter:q00-20,54,-0.30352391226177633,0.5979144192736425,0.5979144192736425,,,q00-20,,,,,,,,,,q00-20,,,q00-20,,,,
2149,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_perimeter:q20-40,26,-0.312508853945318,0.5340699815837937,0.5340699815837937,,,q00-20,,,,,,,,,,q00-20,,,q20-40,,,,
2150,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_radius:q80-100,62,-0.48472991028822293,-0.8470764140739326,-0.8470764140739326,,,q80-100,,,,,,,,,,q80-100,,,,q80-100,,,
2151,mean_concave_points:q80-100  worst_concave_points:q60-80  worst_radius:q80-100,20,-0.25373406193078324,-0.7340619307832422,-0.7340619307832422,,,q80-100,,,,,,,,,,q60-80,,,,q80-100,,,
2152,mean_concave_points:q60-80  worst_concave_points:q60-80  worst_radius:q60-80,29,0.4646232439335888,-0.6007024265644956,-0.6007024265644956,,,q60-80,,,,,,,,,,q60-80,,,,q60-80,,,
2153,mean_concave_points:q20-40  worst_concave_points:q20-40  worst_radius:q20-40,26,-0.2093780988808613,0.5432780847145487,0.5432780847145487,,,q20-40,,,,,,,,,,q20-40,,,,q20-40,,,
2154,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_radius:q00-20,51,-0.2966916496328261,0.5920584449996215,0.5920584449996215,,,q00-20,,,,,,,,,,q00-20,,,,q00-20,,,
2155,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_radius:q20-40,28,-0.30195405334037495,0.5360443622920518,0.5360443622920518,,,q00-20,,,,,,,,,,q00-20,,,,q20-40,,,
2156,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_smoothness:q80-100,41,-0.2347560975609756,-0.7367424242424242,-0.7367424242424242,,,q80-100,,,,,,,,,,q80-100,,,,,q80-100,,
2157,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_smoothness:q60-80,21,-0.4339589850538756,-0.7445255474452555,-0.7445255474452555,,,q80-100,,,,,,,,,,q80-100,,,,,q60-80,,
2158,mean_concave_points:q60-80  worst_concave_points:q60-80  worst_smoothness:q80-100,22,0.4961774970915739,-0.5249293667940834,-0.5249293667940834,,,q60-80,,,,,,,,,,q60-80,,,,,q80-100,,
2159,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_smoothness:q20-40,20,-0.44462659380692166,0.6648451730418944,0.6648451730418944,,,q00-20,,,,,,,,,,q00-20,,,,,q20-40,,
2160,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_smoothness:q00-20,47,-0.26012880084780304,0.5555555555555556,0.5555555555555556,,,q00-20,,,,,,,,,,q00-20,,,,,q00-20,,
2161,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_symmetry:q80-100,39,-0.3096274794388002,-0.7422835026608612,-0.7422835026608612,,,q80-100,,,,,,,,,,q80-100,,,,,,q80-100,
2162,mean_concave_points:q40-60  worst_concave_points:q40-60  worst_symmetry:q20-40,20,0.11229508196721312,0.31429872495446265,0.31429872495446265,,,q40-60,,,,,,,,,,q40-60,,,,,,q20-40,
2163,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_symmetry:q40-60,22,-0.23973741066976897,0.5393053016453382,0.5393053016453382,,,q00-20,,,,,,,,,,q00-20,,,,,,q40-60,
2164,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_symmetry:q00-20,31,-0.3065715313586761,0.5390334572490706,0.5390334572490706,,,q00-20,,,,,,,,,,q00-20,,,,,,q00-20,
2165,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_symmetry:q20-40,21,-0.3302919708029197,0.6058394160583942,0.6058394160583942,,,q00-20,,,,,,,,,,q00-20,,,,,,q20-40,
2166,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_texture:q60-80,26,-0.3741323133588327,-0.7605893186003683,-0.7605893186003683,,,q80-100,,,,,,,,,,q80-100,,,,,,,q60-80
2167,mean_concave_points:q80-100  worst_concave_points:q80-100  worst_texture:q80-100,31,-0.4062837270655954,-0.7707159131790382,-0.7707159131790382,,,q80-100,,,,,,,,,,q80-100,,,,,,,q80-100
2168,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_texture:q00-20,26,-0.365278368040799,0.6058931860036832,0.6058931860036832,,,q00-20,,,,,,,,,,q00-20,,,,,,,q00-20
2169,mean_concave_points:q00-20  worst_concave_points:q00-20  worst_texture:q20-40,26,-0.29508428955942767,0.5563819237852387,0.5563819237852387,,,q00-20,,,,,,,,,,q00-20,,,,,,,q20-40
2170,mean_concave_points:q80-100  worst_concavity:q80-100  worst_fractal_dimension:q80-100,40,-0.1497164461247637,-0.7353497164461248,-0.7353497164461248,,,q80-100,,,,,,,,,,,q80-100,q80-100,,,,,
2171,mean_concave_points:q80-100  worst_concavity:q80-100  worst_fractal_dimension:q60-80,20,-0.48005464480874316,-0.7496357012750455,-0.7496357012750455,,,q80-100,,,,,,,,,,,q80-100,q60-80,,,,,
2172,mean_concave_points:q60-80  worst_concavity:q80-100  worst_fractal_dimension:q80-100,25,0.5086029411764705,-0.5533088235294118,-0.5533088235294118,,,q60-80,,,,,,,,,,,q80-100,q80-100,,,,,
2173,mean_concave_points:q00-20  worst_concavity:q00-20  worst_fractal_dimension:q20-40,22,-0.3880671430945654,0.589164035233505,0.589164035233505,,,q00-20,,,,,,,,,,,q00-20,q20-40,,,,,
2174,mean_concave_points:q00-20  worst_concavity:q00-20  worst_fractal_dimension:q00-20,30,-0.26178107606679035,0.5380333951762524,0.5380333951762524,,,q00-20,,,,,,,,,,,q00-20,q00-20,,,,,
2175,mean_concave_points:q80-100  worst_concavity:q80-100  worst_perimeter:q80-100,49,-0.506828885400314,-0.8526687598116169,-0.8526687598116169,,,q80-100,,,,,,,,,,,q80-100,,q80-100,,,,
2176,mean_concave_points:q80-100  worst_concavity:q80-100  worst_perimeter:q60-80,20,0.34444444444444444,-0.7140255009107468,-0.7140255009107468,,,q80-100,,,,,,,,,,,q80-100,,q60-80,,,,
2177,mean_concave_points:q80-100  worst_concavity:q60-80  worst_perimeter:q80-100,32,-0.3123836126629423,-0.7508729050279329,-0.7508729050279329,,,q80-100,,,,,,,,,,,q60-80,,q80-100,,,,
2178,mean_concave_points:q60-80  worst_concavity:q60-80  worst_perimeter:q60-80,22,0.44972577696526506,-0.6288848263254113,-0.6288848263254113,,,q60-80,,,,,,,,,,,q60-80,,q60-80,,,,
2179,mean_concave_points:q00-20  worst_concavity:q00-20  worst_perimeter:q00-20,44,-0.34515151515151515,0.602034632034632,0.602034632034632,,,q00-20,,,,,,,,,,,q00-20,,q00-20,,,,
2180,mean_concave_points:q00-20  worst_concavity:q00-20  worst_perimeter:q20-40,20,-0.3088342440801457,0.5282331511839709,0.5282331511839709,,,q00-20,,,,,,,,,,,q00-20,,q20-40,,,,
2181,mean_concave_points:q80-100  worst_concavity:q80-100  worst_radius:q80-100,46,-0.49812952032587915,-0.8616260703300358,-0.8616260703300358,,,q80-100,,,,,,,,,,,q80-100,,,q80-100,,,
2182,mean_concave_points:q80-100  worst_concavity:q80-100  worst_radius:q60-80,22,0.3078776799069304,-0.716636197440585,-0.716636197440585,,,q80-100,,,,,,,,,,,q80-100,,,q60-80,,,
2183,mean_concave_points:q80-100  worst_concavity:q60-80  worst_radius:q80-100,33,-0.3210085933966531,-0.7532790592492085,-0.7532790592492085,,,q80-100,,,,,,,,,,,q60-80,,,q80-100,,,
2184,mean_concave_points:q60-80  worst_concavity:q60-80  worst_radius:q60-80,22,0.44972577696526506,-0.6288848263254113,-0.6288848263254113,,,q60-80,,,,,,,,,,,q60-80,,,q60-80,,,
2185,mean_concave_points:q00-20  worst_concavity:q00-20  worst_radius:q00-20,42,-0.3403361344537815,0.5985813680310834,0.5985813680310834,,,q00-20,,,,,,,,,,,q00-20,,,q00-20,,,
2186,mean_concave_points:q00-20  worst_concavity:q00-20  worst_radius:q20-40,20,-0.3197632058287796,0.5282331511839709,0.5282331511839709,,,q00-20,,,,,,,,,,,q00-20,,,q20-40,,,
2187,mean_concave_points:q80-100  worst_concavity:q80-100  worst_smoothness:q80-100,39,-0.21562651185292694,-0.7339622641509433,-0.7339622641509433,,,q80-100,,,,,,,,,,,q80-100,,,,q80-100,,
2188,mean_concave_points:q00-20  worst_concavity:q00-20  worst_smoothness:q00-20,35,-0.23873729266987695,0.5430711610486891,0.5430711610486891,,,q00-20,,,,,,,,,,,q00-20,,,,q00-20,,
2189,mean_concave_points:q80-100  worst_concavity:q80-100  worst_symmetry:q80-100,37,-0.28871164397480187,-0.7387218045112782,-0.7387218045112782,,,q80-100,,,,,,,,,,,q80-100,,,,,q80-100,
2190,mean_concave_points:q60-80  worst_concavity:q80-100  worst_symmetry:q80-100,21,0.3506256517205422,-0.656934306569343,-0.656934306569343,,,q60-80,,,,,,,,,,,q80-100,,,,,q80-100,
2191,mean_concave_points:q00-20  worst_concavity:q00-20  worst_symmetry:q00-20,26,-0.2543561410964726,0.5340699815837937,0.5340699815837937,,,q00-20,,,,,,,,,,,q00-20,,,,,q00-20,
2192,mean_concave_points:q80-100  worst_concavity:q80-100  worst_texture:q60-80,23,-0.27448638318203533,-0.7490842490842491,-0.7490842490842491,,,q80-100,,,,,,,,,,,q80-100,,,,,,q60-80
2193,mean_concave_points:q80-100  worst_concavity:q80-100  worst_texture:q80-100,28,-0.3894903617639292,-0.7628069712173224,-0.7628069712173224,,,q80-100,,,,,,,,,,,q80-100,,,,,,q80-100
2194,mean_concave_points:q00-20  worst_concavity:q00-20  worst_texture:q00-20,21,-0.4410844629822732,0.6003649635036497,0.6003649635036497,,,q00-20,,,,,,,,,,,q00-20,,,,,,q00-20
2195,mean_concave_points:q00-20  worst_concavity:q00-20  worst_texture:q20-40,21,-0.2773722627737226,0.541797010775113,0.541797010775113,,,q00-20,,,,,,,,,,,q00-20,,,,,,q20-40
2196,mean_concave_points:q80-100  worst_fractal_dimension:q80-100  worst_perimeter:q80-100,26,-0.36938659866836665,-0.77206403173254,-0.77206403173254,,,q80-100,,,,,,,,,,,,q80-100,q80-100,,,,
2197,mean_concave_points:q80-100  worst_fractal_dimension:q60-80  worst_perimeter:q80-100,27,-0.4941916085827525,-0.8006013393467268,-0.8006013393467268,,,q80-100,,,,,,,,,,,,q60-80,q80-100,,,,
2198,mean_concave_points:q60-80  worst_fractal_dimension:q80-100  worst_perimeter:q60-80,20,0.3962659380692168,-0.6203096539162113,-0.6203096539162113,,,q60-80,,,,,,,,,,,,q80-100,q60-80,,,,
2199,mean_concave_points:q80-100  worst_fractal_dimension:q80-100  worst_radius:q80-100,24,-0.3738532110091743,-0.7625382262996941,-0.7625382262996941,,,q80-100,,,,,,,,,,,,q80-100,,q80-100,,,
2200,mean_concave_points:q80-100  worst_fractal_dimension:q60-80  worst_radius:q80-100,26,-0.49029607593143504,-0.8013174670633234,-0.8013174670633234,,,q80-100,,,,,,,,,,,,q60-80,,q80-100,,,
2201,mean_concave_points:q80-100  worst_fractal_dimension:q80-100  worst_smoothness:q80-100,27,-0.16167828344950116,-0.7177121771217713,-0.7177121771217713,,,q80-100,,,,,,,,,,,,q80-100,,,q80-100,,
2202,mean_concave_points:q60-80  worst_fractal_dimension:q80-100  worst_smoothness:q80-100,27,0.4750580839141725,-0.566420664206642,-0.566420664206642,,,q60-80,,,,,,,,,,,,q80-100,,,q80-100,,
2203,mean_concave_points:q00-20  worst_fractal_dimension:q00-20  worst_smoothness:q00-20,29,-0.2687739463601533,0.5370370370370371,0.5370370370370371,,,q00-20,,,,,,,,,,,,q00-20,,,q00-20,,
2204,mean_concave_points:q80-100  worst_fractal_dimension:q80-100  worst_symmetry:q80-100,25,-0.22926470588235295,-0.75,-0.75,,,q80-100,,,,,,,,,,,,q80-100,,,,q80-100,
2205,mean_concave_points:q60-80  worst_fractal_dimension:q80-100  worst_symmetry:q80-100,28,0.37298653287562716,-0.6247689463955638,-0.6247689463955638,,,q60-80,,,,,,,,,,,,q80-100,,,,q80-100,
2206,mean_concave_points:q00-20  worst_fractal_dimension:q00-20  worst_symmetry:q00-20,20,-0.24225865209471767,0.5282331511839709,0.5282331511839709,,,q00-20,,,,,,,,,,,,q00-20,,,,q00-20,
2207,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_radius:q80-100,82,-0.4370711674262533,-0.8386587869985476,-0.8386587869985476,,,q80-100,,,,,,,,,,,,,q80-100,q80-100,,,
2208,mean_concave_points:q80-100  worst_perimeter:q60-80  worst_radius:q60-80,23,0.3146201624462494,-0.6726389552476509,-0.6726389552476509,,,q80-100,,,,,,,,,,,,,q60-80,q60-80,,,
2209,mean_concave_points:q60-80  worst_perimeter:q80-100  worst_radius:q80-100,25,-0.25316176470588236,-0.74125,-0.74125,,,q60-80,,,,,,,,,,,,,q80-100,q80-100,,,
2210,mean_concave_points:q60-80  worst_perimeter:q60-80  worst_radius:q60-80,44,0.4193073593073593,-0.6306060606060606,-0.6306060606060606,,,q60-80,,,,,,,,,,,,,q60-80,q60-80,,,
2211,mean_concave_points:q40-60  worst_perimeter:q40-60  worst_radius:q40-60,32,0.3167481378026071,0.3817504655493482,0.3817504655493482,,,q40-60,,,,,,,,,,,,,q40-60,q40-60,,,
2212,mean_concave_points:q40-60  worst_perimeter:q60-80  worst_radius:q60-80,27,0.7415607489408227,-0.5608856088560885,-0.5608856088560885,,,q40-60,,,,,,,,,,,,,q60-80,q60-80,,,
2213,mean_concave_points:q40-60  worst_perimeter:q20-40  worst_radius:q20-40,28,-0.24471877475574333,0.4399920781621336,0.4399920781621336,,,q40-60,,,,,,,,,,,,,q20-40,q20-40,,,
2214,mean_concave_points:q20-40  worst_perimeter:q40-60  worst_radius:q40-60,29,-0.21807151979565773,0.5222222222222223,0.5222222222222223,,,q20-40,,,,,,,,,,,,,q40-60,q40-60,,,
2215,mean_concave_points:q20-40  worst_perimeter:q00-20  worst_radius:q00-20,31,-0.25188871567334215,0.4689411200383739,0.4689411200383739,,,q20-40,,,,,,,,,,,,,q00-20,q00-20,,,
2216,mean_concave_points:q20-40  worst_perimeter:q20-40  worst_radius:q20-40,37,-0.24237959764275555,0.5011684616947775,0.5011684616947775,,,q20-40,,,,,,,,,,,,,q20-40,q20-40,,,
2217,mean_concave_points:q00-20  worst_perimeter:q00-20  worst_radius:q00-20,59,-0.28836822864739114,0.5784313725490197,0.5784313725490197,,,q00-20,,,,,,,,,,,,,q00-20,q00-20,,,
2218,mean_concave_points:q00-20  worst_perimeter:q20-40  worst_radius:q20-40,33,-0.33638625056535504,0.5410447761194029,0.5410447761194029,,,q00-20,,,,,,,,,,,,,q20-40,q20-40,,,
2219,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_smoothness:q80-100,32,-0.47794459962756053,-0.814187616387337,-0.814187616387337,,,q80-100,,,,,,,,,,,,,q80-100,,q80-100,,
2220,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_smoothness:q60-80,23,-0.5463449593884376,-0.836996336996337,-0.836996336996337,,,q80-100,,,,,,,,,,,,,q80-100,,q60-80,,
2221,mean_concave_points:q60-80  worst_perimeter:q60-80  worst_smoothness:q80-100,20,0.4802367941712204,-0.639344262295082,-0.639344262295082,,,q60-80,,,,,,,,,,,,,q60-80,,q80-100,,
2222,mean_concave_points:q00-20  worst_perimeter:q00-20  worst_smoothness:q00-20,22,-0.3217550274223035,0.56672760511883,0.56672760511883,,,q00-20,,,,,,,,,,,,,q00-20,,q00-20,,
2223,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_symmetry:q80-100,32,-0.47794459962756053,-0.8421205772811918,-0.8421205772811918,,,q80-100,,,,,,,,,,,,,q80-100,,,q80-100,
2224,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_texture:q60-80,25,-0.4828676470588235,-0.8092647058823529,-0.8092647058823529,,,q80-100,,,,,,,,,,,,,q80-100,,,,q60-80
2225,mean_concave_points:q80-100  worst_perimeter:q80-100  worst_texture:q80-100,32,-0.47794459962756053,-0.851024208566108,-0.851024208566108,,,q80-100,,,,,,,,,,,,,q80-100,,,,q80-100
2226,mean_concave_points:q80-100  worst_radius:q80-100  worst_smoothness:q80-100,29,-0.4954022988505747,-0.8340357598978289,-0.8340357598978289,,,q80-100,,,,,,,,,,,,,,q80-100,q80-100,,
2227,mean_concave_points:q80-100  worst_radius:q80-100  worst_smoothness:q60-80,24,-0.5568042813455657,-0.8385321100917431,-0.8385321100917431,,,q80-100,,,,,,,,,,,,,,q80-100,q60-80,,
2228,mean_concave_points:q00-20  worst_radius:q00-20  worst_smoothness:q00-20,21,-0.32116788321167883,0.5656934306569343,0.5656934306569343,,,q00-20,,,,,,,,,,,,,,q00-20,q00-20,,
2229,mean_concave_points:q80-100  worst_radius:q80-100  worst_symmetry:q80-100,30,-0.46957328385899816,-0.8367965367965368,-0.8367965367965368,,,q80-100,,,,,,,,,,,,,,q80-100,,q80-100,
2230,mean_concave_points:q80-100  worst_radius:q80-100  worst_texture:q60-80,25,-0.4828676470588235,-0.8092647058823529,-0.8092647058823529,,,q80-100,,,,,,,,,,,,,,q80-100,,,q60-80
2231,mean_concave_points:q80-100  worst_radius:q80-100  worst_texture:q80-100,30,-0.47136672850958566,-0.8478664192949907,-0.8478664192949907,,,q80-100,,,,,,,,,,,,,,q80-100,,,q80-100
2232,mean_concave_points:q80-100  worst_smoothness:q80-100  worst_symmetry:q80-100,26,-0.2129196770080748,-0.7237569060773481,-0.7237569060773481,,,q80-100,,,,,,,,,,,,,,,q80-100,q80-100,
2233,mean_concave_points:q60-80  worst_smoothness:q80-100  worst_symmetry:q80-100,22,0.4094233006481635,-0.6071962772145587,-0.6071962772145587,,,q60-80,,,,,,,,,,,,,,,q80-100,q80-100,
2234,mean_concave_points:q00-20  worst_smoothness:q00-20  worst_symmetry:q00-20,25,-0.2788970588235294,0.5330882352941176,0.5330882352941176,,,q00-20,,,,,,,,,,,,,,,q00-20,q00-20,
2235,mean_concave_points:q80-100  worst_symmetry:q80-100  worst_texture:q80-100,22,-0.39197274389230513,-0.7184643510054844,-0.7184643510054844,,,q80-100,,,,,,,,,,,,,,,,q80-100,q80-100
2236,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,21,-0.47340980187695514,-0.7697254084115398,-0.7697254084115398,,,,q80-100,q40-60,q80-100,,,,,,,,,,,,,,
2237,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,25,-0.22786764705882354,-0.7334558823529411,-0.7334558823529411,,,,q60-80,q00-20,q80-100,,,,,,,,,,,,,,
2238,mean_concavity:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,20,-0.4610200364298725,-0.7668488160291439,-0.7668488160291439,,,,q80-100,q40-60,,q80-100,,,,,,,,,,,,,
2239,mean_concavity:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,26,-0.21816121263635077,-0.7348066298342542,-0.7348066298342542,,,,q60-80,q00-20,,q80-100,,,,,,,,,,,,,
2240,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,30,0.14879406307977736,-0.6698206555349413,-0.6698206555349413,,,,q80-100,q80-100,,,q80-100,,,,,,,,,,,,
2241,mean_concavity:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,21,0.30804657629475146,0.4981751824817518,0.4981751824817518,,,,q00-20,q00-20,,,q00-20,,,,,,,,,,,,
2242,mean_concavity:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,35,0.2933119315141787,-0.5636704119850188,-0.5636704119850188,,,,q80-100,q80-100,,,,q80-100,,,,,,,,,,,
2243,mean_concavity:q80-100  mean_fractal_dimension:q40-60  worst_area:q80-100,21,-0.47340980187695514,-0.7697254084115398,-0.7697254084115398,,,,q80-100,q40-60,,,,,,q80-100,,,,,,,,,
2244,mean_concavity:q60-80  mean_fractal_dimension:q00-20  worst_area:q80-100,23,-0.24136008918617613,-0.7582417582417582,-0.7582417582417582,,,,q60-80,q00-20,,,,,,q80-100,,,,,,,,,
2245,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_compactness:q80-100,38,0.2359996035285955,-0.5670036673604916,-0.5670036673604916,,,,q80-100,q80-100,,,,,,,q80-100,,,,,,,,
2246,mean_concavity:q20-40  mean_fractal_dimension:q20-40  worst_compactness:q20-40,20,-0.16484517304189436,0.44544626593806924,0.44544626593806924,,,,q20-40,q20-40,,,,,,,q20-40,,,,,,,,
2247,mean_concavity:q00-20  mean_fractal_dimension:q00-20  worst_compactness:q00-20,22,0.265830147914243,0.466428452717301,0.466428452717301,,,,q00-20,q00-20,,,,,,,q00-20,,,,,,,,
2248,mean_concavity:q00-20  mean_fractal_dimension:q20-40  worst_compactness:q00-20,25,-0.3597794117647059,0.5454411764705882,0.5454411764705882,,,,q00-20,q20-40,,,,,,,q00-20,,,,,,,,
2249,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_concave_points:q80-100,32,0.16259310986964617,-0.6745228119180633,-0.6745228119180633,,,,q80-100,q80-100,,,,,,,,q80-100,,,,,,,
2250,mean_concavity:q00-20  mean_fractal_dimension:q20-40  worst_concave_points:q00-20,27,-0.33155664889982234,0.5345086784201175,0.5345086784201175,,,,q00-20,q20-40,,,,,,,,q00-20,,,,,,,
2251,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_concavity:q80-100,40,0.25382797731568996,-0.5704631379962193,-0.5704631379962193,,,,q80-100,q80-100,,,,,,,,,q80-100,,,,,,
2252,mean_concavity:q00-20  mean_fractal_dimension:q20-40  worst_concavity:q00-20,30,-0.31385281385281383,0.5121212121212121,0.5121212121212121,,,,q00-20,q20-40,,,,,,,,,q00-20,,,,,,
2253,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_fractal_dimension:q80-100,41,0.2681079083518108,-0.57220066518847,-0.57220066518847,,,,q80-100,q80-100,,,,,,,,,,q80-100,,,,,
2254,mean_concavity:q00-20  mean_fractal_dimension:q00-20  worst_fractal_dimension:q00-20,22,0.265830147914243,0.466428452717301,0.466428452717301,,,,q00-20,q00-20,,,,,,,,,,q00-20,,,,,
2255,mean_concavity:q80-100  mean_fractal_dimension:q40-60  worst_perimeter:q80-100,20,-0.4610200364298725,-0.7668488160291439,-0.7668488160291439,,,,q80-100,q40-60,,,,,,,,,,,q80-100,,,,
2256,mean_concavity:q60-80  mean_fractal_dimension:q00-20  worst_perimeter:q80-100,24,-0.24747706422018348,-0.7596330275229358,-0.7596330275229358,,,,q60-80,q00-20,,,,,,,,,,,q80-100,,,,
2257,mean_concavity:q80-100  mean_fractal_dimension:q40-60  worst_radius:q80-100,21,-0.47340980187695514,-0.7697254084115398,-0.7697254084115398,,,,q80-100,q40-60,,,,,,,,,,,,q80-100,,,
2258,mean_concavity:q60-80  mean_fractal_dimension:q00-20  worst_radius:q80-100,24,-0.24747706422018348,-0.7596330275229358,-0.7596330275229358,,,,q60-80,q00-20,,,,,,,,,,,,q80-100,,,
2259,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_smoothness:q80-100,26,0.23926901827454314,-0.6998158379373849,-0.6998158379373849,,,,q80-100,q80-100,,,,,,,,,,,,,q80-100,,
2260,mean_concavity:q00-20  mean_fractal_dimension:q00-20  worst_smoothness:q00-20,23,0.27249562032170727,0.45469023729893293,0.45469023729893293,,,,q00-20,q00-20,,,,,,,,,,,,,q00-20,,
2261,mean_concavity:q00-20  mean_fractal_dimension:q20-40  worst_smoothness:q00-20,21,-0.28397636426833506,0.4888773027459159,0.4888773027459159,,,,q00-20,q20-40,,,,,,,,,,,,,q00-20,,
2262,mean_concavity:q80-100  mean_fractal_dimension:q80-100  worst_symmetry:q80-100,27,0.22058220582205823,-0.5994943282766161,-0.5994943282766161,,,,q80-100,q80-100,,,,,,,,,,,,,,q80-100,
2263,mean_concavity:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,65,-0.424023199023199,-0.8025335775335776,-0.8025335775335776,,,,q80-100,,q80-100,q80-100,,,,,,,,,,,,,
2264,mean_concavity:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,28,0.19177449168207025,-0.6962635331396884,-0.6962635331396884,,,,q80-100,,q60-80,q60-80,,,,,,,,,,,,,
2265,mean_concavity:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,39,-0.2521528785679729,-0.7536042573778423,-0.7536042573778423,,,,q60-80,,q80-100,q80-100,,,,,,,,,,,,,
2266,mean_concavity:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,34,0.3708081363386476,-0.577570093457944,-0.577570093457944,,,,q60-80,,q60-80,q60-80,,,,,,,,,,,,,
2267,mean_concavity:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,36,-0.34771732332707944,0.6228893058161351,0.6228893058161351,,,,q20-40,,q20-40,q20-40,,,,,,,,,,,,,
2268,mean_concavity:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,33,-0.13625056535504296,0.43097014925373134,0.43097014925373134,,,,q20-40,,q40-60,q40-60,,,,,,,,,,,,,
2269,mean_concavity:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,26,-0.30429239269018277,0.5291826037682391,0.5291826037682391,,,,q20-40,,q00-20,q00-20,,,,,,,,,,,,,
2270,mean_concavity:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,29,-0.23243933588761176,0.4636653895274585,0.4636653895274585,,,,q40-60,,q20-40,q20-40,,,,,,,,,,,,,
2271,mean_concavity:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,26,0.31576710582235445,0.35543278084714547,0.35543278084714547,,,,q40-60,,q40-60,q40-60,,,,,,,,,,,,,
2272,mean_concavity:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,31,0.7353999280489267,-0.5390334572490706,-0.5390334572490706,,,,q40-60,,q60-80,q60-80,,,,,,,,,,,,,
2273,mean_concavity:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,21,-0.19986096628432395,0.5237226277372263,0.5237226277372263,,,,q40-60,,q00-20,q00-20,,,,,,,,,,,,,
