,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
2274,mean_concavity:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,31,-0.3171843146660271,0.5049166566734621,0.5049166566734621,,,,q00-20,,q20-40,q20-40,,,,,,,,,,,,,
2275,mean_concavity:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,22,-0.19793917234502242,0.5301645338208409,0.5301645338208409,,,,q00-20,,q40-60,q40-60,,,,,,,,,,,,,
2276,mean_concavity:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,51,-0.27515330456506926,0.5705200999318646,0.5705200999318646,,,,q00-20,,q00-20,q00-20,,,,,,,,,,,,,
2277,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,29,-0.4590676883780332,-0.7710727969348659,-0.7710727969348659,,,,q80-100,,q80-100,,q80-100,,,,,,,,,,,,
2278,mean_concavity:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,24,-0.43830275229357796,-0.7428899082568807,-0.7428899082568807,,,,q80-100,,q80-100,,q60-80,,,,,,,,,,,,
2279,mean_concavity:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,26,-0.4096897577560561,-0.7550644567219152,-0.7550644567219152,,,,q80-100,,q80-100,,,q80-100,,,,,,,,,,,
2280,mean_concavity:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,31,-0.44040052764120396,-0.7812087780309389,-0.7812087780309389,,,,q80-100,,q80-100,,,,q80-100,,,,,,,,,,
2281,mean_concavity:q80-100  mean_perimeter:q80-100  worst_area:q80-100,65,-0.4413919413919414,-0.8199023199023199,-0.8199023199023199,,,,q80-100,,q80-100,,,,,q80-100,,,,,,,,,
2282,mean_concavity:q80-100  mean_perimeter:q60-80  worst_area:q60-80,21,0.3994612443517553,-0.7244525547445255,-0.7244525547445255,,,,q80-100,,q60-80,,,,,q60-80,,,,,,,,,
2283,mean_concavity:q60-80  mean_perimeter:q80-100  worst_area:q80-100,35,-0.31305510968432315,-0.7752808988764045,-0.7752808988764045,,,,q60-80,,q80-100,,,,,q80-100,,,,,,,,,
2284,mean_concavity:q60-80  mean_perimeter:q60-80  worst_area:q60-80,29,0.3592592592592593,-0.5833333333333334,-0.5833333333333334,,,,q60-80,,q60-80,,,,,q60-80,,,,,,,,,
2285,mean_concavity:q20-40  mean_perimeter:q20-40  worst_area:q20-40,32,-0.3365921787709497,0.6182495344506518,0.6182495344506518,,,,q20-40,,q20-40,,,,,q20-40,,,,,,,,,
2286,mean_concavity:q20-40  mean_perimeter:q40-60  worst_area:q40-60,25,-0.22286764705882353,0.47102941176470586,0.47102941176470586,,,,q20-40,,q40-60,,,,,q40-60,,,,,,,,,
2287,mean_concavity:q20-40  mean_perimeter:q00-20  worst_area:q00-20,24,-0.3834862385321101,0.6042048929663608,0.6042048929663608,,,,q20-40,,q00-20,,,,,q00-20,,,,,,,,,
2288,mean_concavity:q40-60  mean_perimeter:q20-40  worst_area:q20-40,20,-0.27704918032786885,0.4918032786885246,0.4918032786885246,,,,q40-60,,q20-40,,,,,q20-40,,,,,,,,,
2289,mean_concavity:q40-60  mean_perimeter:q40-60  worst_area:q40-60,21,0.32429614181439,0.38321167883211676,0.38321167883211676,,,,q40-60,,q40-60,,,,,q40-60,,,,,,,,,
2290,mean_concavity:q40-60  mean_perimeter:q60-80  worst_area:q60-80,27,0.7249555828891622,-0.5350553505535055,-0.5350553505535055,,,,q40-60,,q60-80,,,,,q60-80,,,,,,,,,
2291,mean_concavity:q00-20  mean_perimeter:q20-40  worst_area:q20-40,32,-0.3467760707635009,0.5069250465549349,0.5069250465549349,,,,q00-20,,q20-40,,,,,q20-40,,,,,,,,,
2292,mean_concavity:q00-20  mean_perimeter:q40-60  worst_area:q40-60,24,-0.20657492354740062,0.5321100917431193,0.5321100917431193,,,,q00-20,,q40-60,,,,,q40-60,,,,,,,,,
2293,mean_concavity:q00-20  mean_perimeter:q00-20  worst_area:q00-20,50,-0.2733333333333333,0.568131021194605,0.568131021194605,,,,q00-20,,q00-20,,,,,q00-20,,,,,,,,,
2294,mean_concavity:q80-100  mean_perimeter:q80-100  worst_compactness:q80-100,39,-0.44726656990807934,-0.8034349298500242,-0.8034349298500242,,,,q80-100,,q80-100,,,,,,q80-100,,,,,,,,
2295,mean_concavity:q80-100  mean_perimeter:q80-100  worst_compactness:q60-80,22,-0.43925544291175006,-0.7881834801396045,-0.7881834801396045,,,,q80-100,,q80-100,,,,,,q60-80,,,,,,,,
2296,mean_concavity:q80-100  mean_perimeter:q60-80  worst_compactness:q80-100,26,0.21121971950701232,-0.6963450913727157,-0.6963450913727157,,,,q80-100,,q60-80,,,,,,q80-100,,,,,,,,
2297,mean_concavity:q00-20  mean_perimeter:q20-40  worst_compactness:q00-20,25,-0.3331617647058824,0.49125,0.49125,,,,q00-20,,q20-40,,,,,,q00-20,,,,,,,,
2298,mean_concavity:q00-20  mean_perimeter:q00-20  worst_compactness:q00-20,42,-0.3146290774374266,0.5985813680310834,0.5985813680310834,,,,q00-20,,q00-20,,,,,,q00-20,,,,,,,,
2299,mean_concavity:q80-100  mean_perimeter:q80-100  worst_concave_points:q80-100,53,-0.49674564867632004,-0.8401711276875823,-0.8401711276875823,,,,q80-100,,q80-100,,,,,,,q80-100,,,,,,,
2300,mean_concavity:q80-100  mean_perimeter:q60-80  worst_concave_points:q80-100,22,-0.18588997839454877,-0.7257769652650823,-0.7257769652650823,,,,q80-100,,q60-80,,,,,,,q80-100,,,,,,,
2301,mean_concavity:q60-80  mean_perimeter:q80-100  worst_concave_points:q60-80,20,-0.24608378870673953,-0.7704918032786885,-0.7704918032786885,,,,q60-80,,q80-100,,,,,,,q60-80,,,,,,,
2302,mean_concavity:q60-80  mean_perimeter:q60-80  worst_concave_points:q60-80,21,0.3896419881821342,-0.5782933611400765,-0.5782933611400765,,,,q60-80,,q60-80,,,,,,,q60-80,,,,,,,
2303,mean_concavity:q20-40  mean_perimeter:q40-60  worst_concave_points:q20-40,20,-0.20683060109289617,0.5027322404371585,0.5027322404371585,,,,q20-40,,q40-60,,,,,,,q20-40,,,,,,,
2304,mean_concavity:q00-20  mean_perimeter:q20-40  worst_concave_points:q00-20,24,-0.33478593272171253,0.5122324159021406,0.5122324159021406,,,,q00-20,,q20-40,,,,,,,q00-20,,,,,,,
2305,mean_concavity:q00-20  mean_perimeter:q00-20  worst_concave_points:q00-20,45,-0.29860050890585244,0.5796013570822731,0.5796013570822731,,,,q00-20,,q00-20,,,,,,,q00-20,,,,,,,
2306,mean_concavity:q80-100  mean_perimeter:q80-100  worst_concavity:q80-100,45,-0.4950805767599661,-0.8441899915182358,-0.8441899915182358,,,,q80-100,,q80-100,,,,,,,,q80-100,,,,,,
2307,mean_concavity:q80-100  mean_perimeter:q80-100  worst_concavity:q60-80,20,-0.32459016393442625,-0.7340619307832422,-0.7340619307832422,,,,q80-100,,q80-100,,,,,,,,q60-80,,,,,,
2308,mean_concavity:q80-100  mean_perimeter:q60-80  worst_concavity:q80-100,28,0.19177449168207025,-0.6962635331396884,-0.6962635331396884,,,,q80-100,,q60-80,,,,,,,,q80-100,,,,,,
2309,mean_concavity:q60-80  mean_perimeter:q80-100  worst_concavity:q60-80,23,-0.3526039178213091,-0.8021978021978022,-0.8021978021978022,,,,q60-80,,q80-100,,,,,,,,q60-80,,,,,,
2310,mean_concavity:q60-80  mean_perimeter:q60-80  worst_concavity:q60-80,21,0.3896419881821342,-0.5638686131386861,-0.5638686131386861,,,,q60-80,,q60-80,,,,,,,,q60-80,,,,,,
2311,mean_concavity:q20-40  mean_perimeter:q20-40  worst_concavity:q20-40,23,-0.3700430004777831,0.639671922280618,0.639671922280618,,,,q20-40,,q20-40,,,,,,,,q20-40,,,,,,
2312,mean_concavity:q20-40  mean_perimeter:q40-60  worst_concavity:q20-40,21,-0.16936044490789015,0.4708029197080292,0.4708029197080292,,,,q20-40,,q40-60,,,,,,,,q20-40,,,,,,
2313,mean_concavity:q00-20  mean_perimeter:q20-40  worst_concavity:q00-20,28,-0.3395167678901505,0.5034988117243201,0.5034988117243201,,,,q00-20,,q20-40,,,,,,,,q00-20,,,,,,
2314,mean_concavity:q00-20  mean_perimeter:q00-20  worst_concavity:q00-20,46,-0.32604539030675866,0.5817607448665725,0.5817607448665725,,,,q00-20,,q00-20,,,,,,,,q00-20,,,,,,
2315,mean_concavity:q80-100  mean_perimeter:q80-100  worst_fractal_dimension:q80-100,23,-0.3618410574932314,-0.7573658225832138,-0.7573658225832138,,,,q80-100,,q80-100,,,,,,,,,q80-100,,,,,
2316,mean_concavity:q80-100  mean_perimeter:q60-80  worst_fractal_dimension:q80-100,23,0.17869087434304826,-0.6817964644051601,-0.6817964644051601,,,,q80-100,,q60-80,,,,,,,,,q80-100,,,,,
2317,mean_concavity:q00-20  mean_perimeter:q20-40  worst_fractal_dimension:q00-20,20,-0.3197632058287796,0.4772313296903461,0.4772313296903461,,,,q00-20,,q20-40,,,,,,,,,q00-20,,,,,
2318,mean_concavity:q80-100  mean_perimeter:q80-100  worst_perimeter:q80-100,65,-0.4413919413919414,-0.8159340659340659,-0.8159340659340659,,,,q80-100,,q80-100,,,,,,,,,,q80-100,,,,
2319,mean_concavity:q80-100  mean_perimeter:q60-80  worst_perimeter:q60-80,24,0.3643730886850153,-0.6849388379204893,-0.6849388379204893,,,,q80-100,,q60-80,,,,,,,,,,q60-80,,,,
2320,mean_concavity:q60-80  mean_perimeter:q80-100  worst_perimeter:q80-100,35,-0.28261102193686466,-0.7752808988764045,-0.7752808988764045,,,,q60-80,,q80-100,,,,,,,,,,q80-100,,,,
2321,mean_concavity:q60-80  mean_perimeter:q60-80  worst_perimeter:q60-80,30,0.40117501546072976,-0.5732838589981447,-0.5732838589981447,,,,q60-80,,q60-80,,,,,,,,,,q60-80,,,,
2322,mean_concavity:q20-40  mean_perimeter:q20-40  worst_perimeter:q20-40,32,-0.30347998137802606,0.6182495344506518,0.6182495344506518,,,,q20-40,,q20-40,,,,,,,,,,q20-40,,,,
2323,mean_concavity:q20-40  mean_perimeter:q40-60  worst_perimeter:q40-60,25,-0.13919117647058823,0.43933823529411764,0.43933823529411764,,,,q20-40,,q40-60,,,,,,,,,,q40-60,,,,
2324,mean_concavity:q20-40  mean_perimeter:q00-20  worst_perimeter:q00-20,26,-0.3445955517778722,0.5694857628559286,0.5694857628559286,,,,q20-40,,q00-20,,,,,,,,,,q00-20,,,,
2325,mean_concavity:q40-60  mean_perimeter:q20-40  worst_perimeter:q20-40,21,-0.23305526590198122,0.4927007299270073,0.4927007299270073,,,,q40-60,,q20-40,,,,,,,,,,q20-40,,,,
2326,mean_concavity:q40-60  mean_perimeter:q40-60  worst_perimeter:q40-60,21,0.32429614181439,0.38321167883211676,0.38321167883211676,,,,q40-60,,q40-60,,,,,,,,,,q40-60,,,,
2327,mean_concavity:q40-60  mean_perimeter:q60-80  worst_perimeter:q60-80,28,0.7276868233430156,-0.5360443622920518,-0.5360443622920518,,,,q40-60,,q60-80,,,,,,,,,,q60-80,,,,
2328,mean_concavity:q00-20  mean_perimeter:q20-40  worst_perimeter:q20-40,29,-0.3414431673052363,0.5007024265644955,0.5007024265644955,,,,q00-20,,q20-40,,,,,,,,,,q20-40,,,,
2329,mean_concavity:q00-20  mean_perimeter:q40-60  worst_perimeter:q40-60,21,-0.24252693778241224,0.5291970802919708,0.5291970802919708,,,,q00-20,,q40-60,,,,,,,,,,q40-60,,,,
2330,mean_concavity:q00-20  mean_perimeter:q00-20  worst_perimeter:q00-20,50,-0.2733333333333333,0.568131021194605,0.568131021194605,,,,q00-20,,q00-20,,,,,,,,,,q00-20,,,,
2331,mean_concavity:q80-100  mean_perimeter:q80-100  worst_radius:q80-100,65,-0.4413919413919414,-0.8199023199023199,-0.8199023199023199,,,,q80-100,,q80-100,,,,,,,,,,,q80-100,,,
2332,mean_concavity:q80-100  mean_perimeter:q60-80  worst_radius:q60-80,23,0.3146201624462494,-0.7271062271062271,-0.7271062271062271,,,,q80-100,,q60-80,,,,,,,,,,,q60-80,,,
2333,mean_concavity:q60-80  mean_perimeter:q80-100  worst_radius:q80-100,36,-0.2933083176985616,-0.776735459662289,-0.776735459662289,,,,q60-80,,q80-100,,,,,,,,,,,q80-100,,,
2334,mean_concavity:q60-80  mean_perimeter:q60-80  worst_radius:q60-80,29,0.3592592592592593,-0.5833333333333334,-0.5833333333333334,,,,q60-80,,q60-80,,,,,,,,,,,q60-80,,,
2335,mean_concavity:q20-40  mean_perimeter:q20-40  worst_radius:q20-40,32,-0.3365921787709497,0.6182495344506518,0.6182495344506518,,,,q20-40,,q20-40,,,,,,,,,,,q20-40,,,
2336,mean_concavity:q20-40  mean_perimeter:q40-60  worst_radius:q40-60,25,-0.22286764705882353,0.47102941176470586,0.47102941176470586,,,,q20-40,,q40-60,,,,,,,,,,,q40-60,,,
2337,mean_concavity:q20-40  mean_perimeter:q00-20  worst_radius:q00-20,24,-0.3399847094801223,0.5607033639143731,0.5607033639143731,,,,q20-40,,q00-20,,,,,,,,,,,q00-20,,,
2338,mean_concavity:q40-60  mean_perimeter:q20-40  worst_radius:q20-40,21,-0.28249913103927704,0.4927007299270073,0.4927007299270073,,,,q40-60,,q20-40,,,,,,,,,,,q20-40,,,
2339,mean_concavity:q40-60  mean_perimeter:q40-60  worst_radius:q40-60,20,0.3163023679417122,0.43169398907103823,0.43169398907103823,,,,q40-60,,q40-60,,,,,,,,,,,q40-60,,,
2340,mean_concavity:q40-60  mean_perimeter:q60-80  worst_radius:q60-80,28,0.7276868233430156,-0.5360443622920518,-0.5360443622920518,,,,q40-60,,q60-80,,,,,,,,,,,q60-80,,,
2341,mean_concavity:q00-20  mean_perimeter:q20-40  worst_radius:q20-40,31,-0.34506535555822043,0.5049166566734621,0.5049166566734621,,,,q00-20,,q20-40,,,,,,,,,,,q20-40,,,
2342,mean_concavity:q00-20  mean_perimeter:q40-60  worst_radius:q40-60,23,-0.24773053033922598,0.5311355311355311,0.5311355311355311,,,,q00-20,,q40-60,,,,,,,,,,,q40-60,,,
2343,mean_concavity:q00-20  mean_perimeter:q00-20  worst_radius:q00-20,50,-0.2733333333333333,0.568131021194605,0.568131021194605,,,,q00-20,,q00-20,,,,,,,,,,,q00-20,,,
2344,mean_concavity:q80-100  mean_perimeter:q80-100  worst_smoothness:q80-100,25,-0.44433823529411764,-0.7945588235294118,-0.7945588235294118,,,,q80-100,,q80-100,,,,,,,,,,,,q80-100,,
2345,mean_concavity:q80-100  mean_perimeter:q80-100  worst_symmetry:q80-100,25,-0.44433823529411764,-0.8221323529411765,-0.8221323529411765,,,,q80-100,,q80-100,,,,,,,,,,,,,q80-100,
2346,mean_concavity:q80-100  mean_perimeter:q80-100  worst_texture:q60-80,20,-0.3711293260473588,-0.7397085610200365,-0.7397085610200365,,,,q80-100,,q80-100,,,,,,,,,,,,,,q60-80
2347,mean_concavity:q80-100  mean_perimeter:q80-100  worst_texture:q80-100,27,-0.499863331966653,-0.8431734317343174,-0.8431734317343174,,,,q80-100,,q80-100,,,,,,,,,,,,,,q80-100
2348,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,26,-0.47598810029749256,-0.7626434339141521,-0.7626434339141521,,,,q80-100,,,q80-100,q80-100,,,,,,,,,,,,
2349,mean_concavity:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,24,-0.43830275229357796,-0.7428899082568807,-0.7428899082568807,,,,q80-100,,,q80-100,q60-80,,,,,,,,,,,,
2350,mean_concavity:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,24,-0.3948012232415902,-0.7522935779816514,-0.7522935779816514,,,,q80-100,,,q80-100,,q80-100,,,,,,,,,,,
2351,mean_concavity:q80-100  mean_radius:q80-100  mean_texture:q80-100,30,-0.436178107606679,-0.7774891774891775,-0.7774891774891775,,,,q80-100,,,q80-100,,,q80-100,,,,,,,,,,
2352,mean_concavity:q80-100  mean_radius:q80-100  worst_area:q80-100,63,-0.43415521676391244,-0.8139155530459878,-0.8139155530459878,,,,q80-100,,,q80-100,,,,q80-100,,,,,,,,,
2353,mean_concavity:q80-100  mean_radius:q60-80  worst_area:q60-80,21,0.3994612443517553,-0.7244525547445255,-0.7244525547445255,,,,q80-100,,,q60-80,,,,q60-80,,,,,,,,,
2354,mean_concavity:q60-80  mean_radius:q80-100  worst_area:q80-100,37,-0.3034952245478561,-0.7781954887218046,-0.7781954887218046,,,,q60-80,,,q80-100,,,,q80-100,,,,,,,,,
2355,mean_concavity:q60-80  mean_radius:q60-80  worst_area:q60-80,27,0.35793357933579334,-0.5811808118081181,-0.5811808118081181,,,,q60-80,,,q60-80,,,,q60-80,,,,,,,,,
2356,mean_concavity:q20-40  mean_radius:q20-40  worst_area:q20-40,31,-0.3615541431826358,0.6171003717472119,0.6171003717472119,,,,q20-40,,,q20-40,,,,q20-40,,,,,,,,,
2357,mean_concavity:q20-40  mean_radius:q40-60  worst_area:q40-60,24,-0.22071865443425076,0.4684250764525994,0.4684250764525994,,,,q20-40,,,q40-60,,,,q40-60,,,,,,,,,
2358,mean_concavity:q20-40  mean_radius:q00-20  worst_area:q00-20,22,-0.3820840950639854,0.5980555093900615,0.5980555093900615,,,,q20-40,,,q00-20,,,,q00-20,,,,,,,,,
2359,mean_concavity:q40-60  mean_radius:q20-40  worst_area:q20-40,20,-0.27704918032786885,0.4918032786885246,0.4918032786885246,,,,q40-60,,,q20-40,,,,q20-40,,,,,,,,,
2360,mean_concavity:q40-60  mean_radius:q40-60  worst_area:q40-60,21,0.2748522766770942,0.3901633646159194,0.3901633646159194,,,,q40-60,,,q40-60,,,,q40-60,,,,,,,,,
2361,mean_concavity:q40-60  mean_radius:q60-80  worst_area:q60-80,27,0.7249555828891622,-0.5350553505535055,-0.5350553505535055,,,,q40-60,,,q60-80,,,,q60-80,,,,,,,,,
2362,mean_concavity:q00-20  mean_radius:q20-40  worst_area:q20-40,29,-0.3414431673052363,0.5007024265644955,0.5007024265644955,,,,q00-20,,,q20-40,,,,q20-40,,,,,,,,,
2363,mean_concavity:q00-20  mean_radius:q40-60  worst_area:q40-60,22,-0.19793917234502242,0.5301645338208409,0.5301645338208409,,,,q00-20,,,q40-60,,,,q40-60,,,,,,,,,
2364,mean_concavity:q00-20  mean_radius:q00-20  worst_area:q00-20,49,-0.27146781789638935,0.5656985871271586,0.5656985871271586,,,,q00-20,,,q00-20,,,,q00-20,,,,,,,,,
2365,mean_concavity:q80-100  mean_radius:q80-100  worst_compactness:q80-100,38,-0.4428089999008821,-0.8155416790563981,-0.8155416790563981,,,,q80-100,,,q80-100,,,,,q80-100,,,,,,,,
2366,mean_concavity:q80-100  mean_radius:q80-100  worst_compactness:q60-80,21,-0.4339589850538756,-0.7844977407021203,-0.7844977407021203,,,,q80-100,,,q80-100,,,,,q60-80,,,,,,,,
2367,mean_concavity:q80-100  mean_radius:q60-80  worst_compactness:q80-100,25,0.2011764705882353,-0.7063235294117647,-0.7063235294117647,,,,q80-100,,,q60-80,,,,,q80-100,,,,,,,,
2368,mean_concavity:q00-20  mean_radius:q20-40  worst_compactness:q00-20,23,-0.32831661092530656,0.48582576843446407,0.48582576843446407,,,,q00-20,,,q20-40,,,,,q00-20,,,,,,,,
2369,mean_concavity:q00-20  mean_radius:q00-20  worst_compactness:q00-20,41,-0.311529933481153,0.5968218773096822,0.5968218773096822,,,,q00-20,,,q00-20,,,,,q00-20,,,,,,,,
2370,mean_concavity:q80-100  mean_radius:q80-100  worst_concave_points:q80-100,50,-0.48766859344894026,-0.8366859344894026,-0.8366859344894026,,,,q80-100,,,q80-100,,,,,,q80-100,,,,,,,
2371,mean_concavity:q80-100  mean_radius:q60-80  worst_concave_points:q80-100,23,-0.24183787227265488,-0.7271062271062271,-0.7271062271062271,,,,q80-100,,,q60-80,,,,,,q80-100,,,,,,,
2372,mean_concavity:q60-80  mean_radius:q80-100  worst_concave_points:q60-80,21,-0.2514772332290581,-0.7718978102189781,-0.7718978102189781,,,,q60-80,,,q80-100,,,,,,q60-80,,,,,,,
2373,mean_concavity:q20-40  mean_radius:q40-60  worst_concave_points:q20-40,21,-0.20968022245394508,0.5036496350364964,0.5036496350364964,,,,q20-40,,,q40-60,,,,,,q20-40,,,,,,,
2374,mean_concavity:q00-20  mean_radius:q20-40  worst_concave_points:q00-20,22,-0.3256606282200432,0.4945986371946153,0.4945986371946153,,,,q00-20,,,q20-40,,,,,,q00-20,,,,,,,
2375,mean_concavity:q00-20  mean_radius:q00-20  worst_concave_points:q00-20,45,-0.29860050890585244,0.5796013570822731,0.5796013570822731,,,,q00-20,,,q00-20,,,,,,q00-20,,,,,,,
2376,mean_concavity:q80-100  mean_radius:q80-100  worst_concavity:q80-100,43,-0.4887257936157043,-0.8550711822442303,-0.8550711822442303,,,,q80-100,,,q80-100,,,,,,,q80-100,,,,,,
2377,mean_concavity:q80-100  mean_radius:q60-80  worst_concavity:q80-100,28,0.1542117771322947,-0.6962635331396884,-0.6962635331396884,,,,q80-100,,,q60-80,,,,,,,q80-100,,,,,,
2378,mean_concavity:q60-80  mean_radius:q80-100  worst_concavity:q60-80,24,-0.334480122324159,-0.8036697247706422,-0.8036697247706422,,,,q60-80,,,q80-100,,,,,,,q60-80,,,,,,
2379,mean_concavity:q20-40  mean_radius:q20-40  worst_concavity:q20-40,23,-0.4149546106067845,0.6671444497531454,0.6671444497531454,,,,q20-40,,,q20-40,,,,,,,q20-40,,,,,,
2380,mean_concavity:q20-40  mean_radius:q40-60  worst_concavity:q20-40,23,-0.17861124382863514,0.4725274725274725,0.4725274725274725,,,,q20-40,,,q40-60,,,,,,,q20-40,,,,,,
2381,mean_concavity:q00-20  mean_radius:q20-40  worst_concavity:q00-20,27,-0.3375017083504168,0.496173295066284,0.496173295066284,,,,q00-20,,,q20-40,,,,,,,q00-20,,,,,,
2382,mean_concavity:q00-20  mean_radius:q00-20  worst_concavity:q00-20,45,-0.3233248515691264,0.5796013570822731,0.5796013570822731,,,,q00-20,,,q00-20,,,,,,,q00-20,,,,,,
2383,mean_concavity:q80-100  mean_radius:q80-100  worst_fractal_dimension:q80-100,23,-0.3618410574932314,-0.7573658225832138,-0.7573658225832138,,,,q80-100,,,q80-100,,,,,,,,q80-100,,,,,
2384,mean_concavity:q80-100  mean_radius:q60-80  worst_fractal_dimension:q80-100,21,0.15224191866527634,-0.6750086896072297,-0.6750086896072297,,,,q80-100,,,q60-80,,,,,,,,q80-100,,,,,
2385,mean_concavity:q80-100  mean_radius:q80-100  worst_perimeter:q80-100,62,-0.4304256537507158,-0.8108735763822612,-0.8108735763822612,,,,q80-100,,,q80-100,,,,,,,,,q80-100,,,,
2386,mean_concavity:q80-100  mean_radius:q60-80  worst_perimeter:q60-80,22,0.35516037892637525,-0.6784942662456374,-0.6784942662456374,,,,q80-100,,,q60-80,,,,,,,,,q60-80,,,,
2387,mean_concavity:q60-80  mean_radius:q80-100  worst_perimeter:q80-100,37,-0.2745884982727088,-0.7781954887218046,-0.7781954887218046,,,,q60-80,,,q80-100,,,,,,,,,q80-100,,,,
2388,mean_concavity:q60-80  mean_radius:q60-80  worst_perimeter:q60-80,28,0.3821626617375231,-0.5711645101663586,-0.5711645101663586,,,,q60-80,,,q60-80,,,,,,,,,q60-80,,,,
2389,mean_concavity:q20-40  mean_radius:q20-40  worst_perimeter:q20-40,31,-0.3274373426070272,0.6171003717472119,0.6171003717472119,,,,q20-40,,,q20-40,,,,,,,,,q20-40,,,,
2390,mean_concavity:q20-40  mean_radius:q40-60  worst_perimeter:q40-60,24,-0.13371559633027522,0.43853211009174314,0.43853211009174314,,,,q20-40,,,q40-60,,,,,,,,,q40-60,,,,
2391,mean_concavity:q20-40  mean_radius:q00-20  worst_perimeter:q00-20,24,-0.3399847094801223,0.5607033639143731,0.5607033639143731,,,,q20-40,,,q00-20,,,,,,,,,q00-20,,,,
2392,mean_concavity:q40-60  mean_radius:q20-40  worst_perimeter:q20-40,21,-0.23305526590198122,0.4927007299270073,0.4927007299270073,,,,q40-60,,,q20-40,,,,,,,,,q20-40,,,,
2393,mean_concavity:q40-60  mean_radius:q40-60  worst_perimeter:q40-60,21,0.2748522766770942,0.3901633646159194,0.3901633646159194,,,,q40-60,,,q40-60,,,,,,,,,q40-60,,,,
